target,source,cosine_similarity,dialect
(شكراً على وقتك يا (جانغو,(شكرا على وقتك يا جنجو,0.96960574,Egyptian
من الصعب معرفة ذلك,صعب أعرفْ كده,0.9695291,Egyptian
انا لا اؤثر عليك بشكل سيء انا افضل ابن عم حصلت عليه,انا مش بأثر عليكى بسوء انا احسن ابن عم حصلتى عليه,0.9694675,Egyptian
مرحباً بالجميع- صباح الخير-,صباح الخير للجميع,0.9693613,Egyptian
أكنت في المكسيك أثناء مذبحة باريلو كردونس؟ .,انت كنت فين وقت مجزرة باريلو كردونس في المكسيك؟.,0.9693599,Egyptian
ـ انه عبقري,هو عبقري,0.9693597,Egyptian
-إنـّهم ليسوا هنا ، صحيح ؟,- هما مش موجودين هنا صح ؟,0.96935606,Egyptian
لا لا لا لا هذا غير مقبول,لا لا لا لا ده مش مقبول,0.9693407,Egyptian
يُقال أن كل يوم جديد ، مميز,بيقولو إن كل يوم جديد، متميز,0.9693033,Egyptian
"اقضي وقتا طيبا في الكنيسة , حسنا",اقضي وقت حلو فى الكنيسة ياجماعه,0.96929336,Egyptian
انا حقاً آسف بشأن كل هذا,أنا آسف على كل حاجة ..,0.96929324,Egyptian
-هل بحوزتك الصندوق الأسود؟,-عندك الصندوق الأسود؟,0.96926534,Egyptian
انت مطلوب في قاعة الرقص.,انت مطلوب فى صالة الرقص,0.96924955,Egyptian
تحت هذه الشجرة وكل مكان،,تحت الشجرة دى و كل مكان,0.9692116,Egyptian
الآن، وأنا أعلم الانتقام ليس المشاعر النبيلة.,دلوقتي، وأنا عارف الانتقام مش مشاعر نبيلة.,0.9692061,Egyptian
"لقد كنت , ولكني عدت إن معلوماتك قديمة",انا كنت، بس رجعت تانى معلوماتك قديمة,0.9692018,Egyptian
-لنذهب,- بينا نروح,0.96918243,Egyptian
أنت ليس من هنا ، أليس كذلك؟,انت مش من هنا صح؟,0.96915317,Egyptian
♪لأول مرة في حياتي ♪,♪ و لأول مرة في عمري ♪,0.9691474,Egyptian
هذه هدية لصديقي الجيد بوب,ده هدية لصاحبي بوب,0.969097,Egyptian
"هيا , إصبح أخضر , أنا فيها",تعال، اتخضر وأنا فيها,0.9690146,Egyptian
أنا مراسلة صحفية لست طبيبتك النفسية,أنا صحفية، مش طبيبك النفسي,0.9689772,Egyptian
عمل الشرطة قد يكون ثقلاَ عليك,شغل البوليس ممكن يكون ثقيل عليك,0.9689571,Egyptian
لقدكنتَفي الغابةالمظلمة! -هل كُنت ؟,انت كنت فى الغابة المظلمة! -انت كنت قد ايه؟,0.9689226,Egyptian
"حسناً , البعض على الطريق , البعض على القطارات البعض عبر البلاد",تمام، بعضهم فى الطريق وبعصهم فى القطارات وبعضهم عبر البلاد,0.9688772,Egyptian
- وهذا ليس في طبيعتي.,- ده مش من طبيعتي.,0.96884954,Egyptian
قلت أن رجلا آخرا دفن مكانه,قلت إن رجل تاني اتدفن مكانه,0.96882766,Egyptian
- (قل لها انك تحبها).,(قولها انك بتحبها).,0.9687998,Egyptian
جميع الصور هي هنا، افترض؟,الصور كلها هنا، ها؟,0.96874124,Egyptian
شكراً لك، شكراً لك   ( أنا ( سام,شكرًا ليك شكرًا ليك أنا سام,0.96873295,Egyptian
حصلت الحكومة الأمريكية على إذن من السلطات الهندية لإدارة لقاح تي فيروس إلى المجتمعات المحلية المجاورة,حصلت الحكومة الامريكية على الاذن من الهندي لادارة لقاح تي فيروس على تجمعات سكانية مجاورة,0.96871746,Egyptian
! -هذا هو البروفيسور (جون فرينك)،،أليسَ كذلك؟,! - ده البروفيسور (جون فرينك) صح؟,0.9686725,Egyptian
-نسيتُ كم كنتِ ساحرةً,-نسيت قد إيه كنتي ساحرة,0.9686469,Egyptian
كيف يمكنك أن تعرف انه يمكن أن تثق به؟,ازاي تعرف انه ممكن تثق فيه؟,0.96862876,Egyptian
شكرًا للالتقاء بي,شكرًا على مجيئك تزورني,0.96861583,Egyptian
شقيقتك على درب خطير وأخشى أنّها ضللت دربك,أختك علي درب خطير واخاف انها ضلت دربك,0.96860754,Egyptian
شكراّّلأنكسمحتليبرؤيةصورك.,شكرا ليك انك سمحت لي اشوف صورك,0.96859246,Egyptian
حتى أنها تُمطر هناك نظام طقس كامل مُصغر,حتي أنها تمطر وهي نظام طقس مصغر وكامل,0.96856654,Egyptian
نحن قريبون من المنزل,إحنا قربنا من البيت,0.9685374,Egyptian
إنه ... إنه الحل الوحيد على كل حال,ده .. ده الحل الوحيد على كل حال,0.9685285,Egyptian
هل سبق لك أن تسمع من مكان صغيرة تسمى فيتنام؟,هل من قبل سمعتي عن منطقة صغيرة يسموها فيتنام؟,0.9684899,Egyptian
حدثت مذبحة ومات أناس,حصلت مجزرة و ماتوا ناس,0.9684611,Egyptian
بين الساعة 2: 30 بعد الظهر و 3: 30 ص.,من 2:30 الظهر لحد 3:30 الصبح,0.96845627,Egyptian
قلبكَ أسود مثل قلبي,قلوبكم سوداء زي قلبي,0.9684042,Egyptian
فقط بعد أن جعلتنى أطرد,بس بعد ما خلتني أطرد,0.9683972,Egyptian
كما تعلمين، إنّني فضوليٌّ بشأنكِ.,زي ما انتي عارفة، انا فضولي عليك.,0.96839327,Egyptian
هل تعرفينهما؟,بتعرفهم؟,0.9683238,Egyptian
هناك تَغيّرَ مِنْ الخطةِ.,في تغيير في الخطة.,0.9683192,Egyptian
كم مرة تستطيع التبرع بالدم ؟,كام مرة ممكن تتبرع بالدم ؟,0.96826875,Egyptian
والآن هلا عذرتمونى. لقد كانت ليله طويله.,والله عذرتك، كانت ليلة طويلة.,0.9682576,Egyptian
ربما أستطيع شراء قهوه لكي,أنا ممكن اشترلك قهوه,0.96824294,Egyptian
لهذا قطعت وعداً لنفسي,على كده قطعت وعد على نفسى,0.96820354,Egyptian
خمنى كم أصبع لدي؟,كم من الأصابع عندي؟,0.9681971,Egyptian
-أتى (فرانك) و (تشارلي) لإنقاذنا !,-جى (فرانك) و (تشارلى) ينقذونا!,0.9681736,Egyptian
". أولاً أنا أسأل سؤال, ثم تسأل أنت سؤال",اول كده انا اسالك سؤال، بعدين انت تسأل سؤال,0.9681697,Egyptian
♪ ولأول مرةٍ في حياتي ♪,♪ و لأول مرة في عمري ♪,0.96814764,Egyptian
نحتاج لنتكلم بشأن هذا,عندنا حاجة نتكلم فيها.,0.96812665,Egyptian
"ولكنها قصة طويلة جدا يا حبيبتى,",لكن ده حكاية طويلة أوي يا حبيبتي,0.9681102,Egyptian
نحن أصدقاء مقربين (صحيح يا (بيل,إحنا أصحاب مقربين (صح يا بيل),0.9680603,Egyptian
عد على حصانك- حقا انا جائع,إركب حصانك فعلا أنا جعان,0.9680592,Egyptian
سيّدي، متى رأيت والدك آخر مرّة؟,يا سيدى، إمتى آخر مرة شفت فيها والدك؟,0.96803594,Egyptian
كانت لدينا قضيّة قتل محكمة وكان الضحيّة الشاهد الرئيسي,كان عندنا قضية قتل محكمة والضحية هو الشاهد الرئيسي,0.9680302,Egyptian
-هل يعجبك العمل هنا ؟,-بتحب الشغل هنا؟,0.96802694,Egyptian
وهو طبيب، ربّما يعلم ما إذا كان للإمر علاقة بهذا.,وهو طبيب، ممكن يعرف هل الامر له علاقه بذا,0.96801364,Egyptian
لكنها ليست صحيحة، أليس كذلك؟,لكن دى مش صحيحة، مش كدة؟,0.96799433,Egyptian
-حذاء جديد  -حذاء جديد، هذا صحيح,حذاء جديد. حذاء جديد صح,0.9679861,Egyptian
من الصعب أن تكون صادقاً لأن الناس لايريدون سماع الحقيقة، والحقيقة...,من الصعب انك تكون صادق لان الناس مش عايزه تسمع الحقيقة، والحقيقة...,0.9679619,Egyptian
"حسناً , هذه عيادة طبيّة",طيب هنا عيادة طبية,0.9679526,Egyptian
. كان من اللطيف لقاءك - . نعم -,من الجميل اني التقيتك,0.9679346,Egyptian
كنت أتسائل إن أمكنك مساعدتى,كنت بسأل لو تقدري تساعديني,0.96788096,Egyptian
- أريد شكرك لمساعدتك  لأختك,- أنا عايز أشكرك أنك ساعدت أختك,0.9678618,Egyptian
إذاً، أخبرني قصة أخري ،(جيم).,طيب، قولي لي قصة تانية، يا (جيم).,0.9678414,Egyptian
وإن كانَ ميتاً، فهو ليسَ هنا.,ولو كان ميت، هو مش هنا.,0.96783423,Egyptian
حسناً، كَيف أساعدك؟,كويس، فين أقدر أساعدك؟,0.96780926,Egyptian
ربما ، عليك الحصول على رئيس عمل افضل,ممكن تكون محتاج رئيس شغل أحسن,0.9677676,Egyptian
"بلى , هل هذا صعب التصديق ؟","آه , هو ده صعب تصديق ؟",0.9677508,Egyptian
إذا، جميعنا سافرنا إلى نيويورك هذا الصباح.,حاضر، سافرنا كلنا النهاردة الصبح لنيويورك.,0.9676722,Egyptian
لديه رجال في كل الجبل,عنده رجالة فى كل الجبل,0.9676708,Egyptian
أعني، قوة التفكير الإيجابي.,أقصدك قوة التفكير الإيجابي,0.96766824,Egyptian
"نحن يمكن ان نفوز فى مناوشة ضد المنظمة , لكن مستحيل ان نكسب الحرب",إحنا ممكن نكسب مناوشة ضد المنظمة، بس مستحيل نكسب الحرب,0.96764296,Egyptian
لا،لا،لا.مع ذلك شكراً.,أه، لا، شكراً.,0.9676265,Egyptian
ولكن كما نعلم جميعاً يمكن اختراق أجهزة الحاسوب,لكن زى ما كلنا عارفين أجهزة الحاسوب ممكن تتخترق,0.9675864,Egyptian
"(مايكل) , أقسم أنني كنت سأخبرك بكل شئ","(مايكل), أنا أقسم أني كنت هقولك كل حاجة",0.96756023,Egyptian
قُل وداعاً للسيدة اللطيفة,قولي وداعا للمدام الحلوة,0.9675317,Egyptian
تقابلنا منذ 4 سنوات بنيويورك.,تقابلنا من 4 سنين f نيويورك.,0.96752304,Egyptian
نفس الحلم الذي راودني.,نفس الحلم اللي جالي,0.96751225,Egyptian
منازلنا ، أعمالنا ، وأيضاً عزتنا وكرامتنا,بيوتنا و شغلنا و كمان كرامتنا و عزتنا,0.9675078,Egyptian
الحلم يبدأ معي على قمة الصاروخ ممسكة بعجلة القيادة,الحلم بيبدء معايا وانا فوق الصاروخ وماسكة عجلة القيادة,0.96749485,Egyptian
لم أعلم أنّكَ ستكون هنا,مش كنت عارف إنك هتكوني هنا,0.96742237,Egyptian
تفضلي شراباً أتريدين تناول الشراب؟,عايزه تشربي مشروب؟,0.9674191,Egyptian
انها ليست متعة كمركز العلوم.,هي مش متعة كمركز العلوم,0.9674117,Egyptian
لقد قابلته مرة واحدة فقط منذ 20 عام.,قابلته مرة واحدة بس من 20 سنة,0.96737295,Egyptian
الشيء الوحيد الذي يبقيني في حالة إستمرارية هو الأمل ليوم الإنتقام مهما كان بعيداً,الشيء الوحيد اللى بيصبّرنى وبيخلينى عايش هو الأمل فى يوم الانتقام مهما كان بعيد.,0.9673584,Egyptian
اسمع بدأ الوقت يتأخر وأنا جد متعبة هل يمكنك أن توفر بعض الهدوء?,اسمعي الوقت بدأ يتأخر وانا جد متعبة هل ممكن توفرلي شوية هدوء؟,0.96735823,Egyptian
كل شرطي في (أريزونا) سيبحث عنه.,كل شُرطي في أريزونا هيبحث عنه.,0.9673388,Egyptian
هناك الكثير من الأخطار في طريق الحب.,فيه كتير أوي من المخاطر في طريق الحب.,0.96731794,Egyptian
لا بدّ أن والداك فخوران بك,أكيد أبوك و أمك فخورين بيك,0.9673166,Egyptian
ولو انهم يقولون ان هذا الكتاب مهم,و لو انهم بيقولوا ان الكتاب ده مهم,0.9673163,Egyptian
