,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
844,Modern Standard Arabic,أعني، عندما تعود، سيختفي اسمك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
845,Modern Standard Arabic,أليس هذا افضل من وجود امرأة اخرى؟,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
846,Modern Standard Arabic,كنت غبي جداً لأنني ظننت على الأقل كوني كلبه الضال,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
847,Modern Standard Arabic,أنت تعرفين، بالنسبة لجامعية، أنت حمقاء,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
848,Modern Standard Arabic,"-لايهم, أنت ميت بالنسبة لي",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
849,Modern Standard Arabic,إنّ الرجل الذي أنت أن تقتل.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
850,Modern Standard Arabic,ميل مربع من سطحِ الأرض تحصل على شمس كافية فى اليوم مساوية ل2000 طن من قنبلة ذرية,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
851,Modern Standard Arabic,سأكون خلفكُن مباشرة، أعدكن,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
852,Modern Standard Arabic,تعرفين أنكِ لستِ مضطرة للتحدث مع الناس,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
853,Modern Standard Arabic,وانتِ ستخرجين نفسك من هذا الموقف عن طريق كونك ضعيفة وانانية,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
854,Modern Standard Arabic,فقط أخبره أن ابنتي ليست لها أي علاقة بهذا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
855,Modern Standard Arabic,انا سوف اذهب في هذا الطريق انتي اتجهي الى الأسفل,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
856,Modern Standard Arabic,اترك السلاح وتعالَّ معي فحسب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
857,Modern Standard Arabic,إنه يتزوج بناته الذين يُنجبون له المزيد من البنات.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
858,Modern Standard Arabic,أتمنى أن تستطيعي رؤية كيف تبدين.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
859,Modern Standard Arabic,مثل، وكأنه كان فقط سعيداً جدا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
860,Modern Standard Arabic,دعني على الأقل آخذك إلى المنزل أنا بالتمام و الكمال بخير أنت بالتمام و الكمال,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
861,Modern Standard Arabic,"والطريقة الوحيدة لإنقاذ  جاك  هو أن تسلمنفسك,لذا ...",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
862,Modern Standard Arabic,أعني، عليه معرفة مقدار حبي له,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
863,Modern Standard Arabic,لا يمكنك قبول الحقيقة لأنك ضعيف.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
864,Modern Standard Arabic,أكره عندما هذه الإجتماعات تأخذ هذا النوع من المنعطف لأنها مزعجة جداً للجميع,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
865,Modern Standard Arabic,أكره عندما هذه الإجتماعات تأخذ هذا النوع من المنعطف لأنها مزعجة جداً للجميع,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
866,Modern Standard Arabic,إبتعد عن تلك النافذة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
867,Modern Standard Arabic,-كل هذه الاشياء اصابتك بالجنون,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
868,Modern Standard Arabic,يجب أن نخرج من هنا.,NEGLIGIBLE,MEDIUM,HIGH,HIGH
869,Modern Standard Arabic,قلت لك أنك يمكن أن أبقى هنا حتى أنا أحسب كيفية التوفيق بين صفقتي مع أبي، والآن لدي.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
870,Modern Standard Arabic,كان علّيه قتلي أنا، وليس شقيقتي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
871,Modern Standard Arabic,الشاعر للبيع، الشاعر للبيع,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
872,Modern Standard Arabic,أنا أعلم أنني سوف تتعلم كيفية أحبها، نعم.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
873,Modern Standard Arabic,"نعم, إذاً أنتِ الفتاة المجنونة.",NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
874,Modern Standard Arabic,ف(دان يحاول) أن يثير حفيظتى فحسب,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
875,Modern Standard Arabic,لا تنخدع لأنه يحب المال,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
876,Modern Standard Arabic,"هو يستطيع أَن يدفع ثمن الضرر , لماذا تضربه؟",NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
877,Modern Standard Arabic,عليك ان تذهب لتحارب في معارك لأشياء تؤمن بها في كل يوم و هذا جدير بالإعجاب,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
878,Modern Standard Arabic,أعني، إلا في حال كنت أحمقًا، -وهو شيء ممكن للغاية .,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
879,Modern Standard Arabic,إذا لم يعجبك ، هذا سيء جداً.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
880,Modern Standard Arabic,أنا متأكد بأنها لا تريد أن تكون الزوجة الثانية,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
881,Modern Standard Arabic,أنا أعيد له ما أخذوا,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
882,Modern Standard Arabic,أتعرفين مقدار حبي لكِ؟,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
883,Modern Standard Arabic,هل ترغب في مقابلتها؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
884,Modern Standard Arabic,-سأكون هنا في انتظارك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
885,Modern Standard Arabic,والان، أخبرُينا كيف قابلتَى (بيتر)؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
886,Modern Standard Arabic,كنتُ سجينا لدى السياسيّين الأوغاد,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
887,Modern Standard Arabic,لا يمكنك تشغيل السيارة المفاتيح مع جوني,NEGLIGIBLE,MEDIUM,NEGLIGIBLE,NEGLIGIBLE
888,Modern Standard Arabic,أنت ستدفع عن ذلك؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
889,Modern Standard Arabic,انها الطريقة الوحيدة حتى انقذ امي,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
890,Modern Standard Arabic,يمكنني إخبارك ،أين تجدهم.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
891,Modern Standard Arabic,سوف تذهبون جميعاً إلى السجن,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
892,Modern Standard Arabic,ـ 12 مرة، في (البيت الأبيض) ـ أجل، بعد أن قُتل ابنها!,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
893,Modern Standard Arabic,سأذهب لأستنشق بعض الهواء.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
894,Modern Standard Arabic,بحقّ الجحيم ما هل تتحدّث عنه؟,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
895,Modern Standard Arabic,يتوجب عليك المحاوله معي - انا احاول -,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
896,Modern Standard Arabic,يمكنك أن تدفع لي عندما تعثر على كنزك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
897,Modern Standard Arabic,ليس هناك شخص كهذا حولي,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
898,Modern Standard Arabic,حالما تفعل ذلك إعلمها بأنني أود مقابلتها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
899,Modern Standard Arabic,"حسناً , دعيني أساعدكِ",LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
900,Modern Standard Arabic,. يقول أخي أن اقتلكم جميعاً,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
901,Modern Standard Arabic,أريدهم أن يدفعوا الثمن...,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
902,Modern Standard Arabic,أظنني أستطيع أن أريك بعض الأشياء.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
903,Modern Standard Arabic,"حسناً , أنتَ محظوظ",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
904,Modern Standard Arabic,توقفوا أنتم تقتلوني هنا,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
905,Modern Standard Arabic,كيف ستخرج من هنا بحق الجحيم؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
906,Modern Standard Arabic,الان الجميع يكرهني جعلت الكل يكرهني,,MEDIUM,MEDIUM,NEGLIGIBLE
907,Modern Standard Arabic,-أنخفضوا، أنخفضوا لينخفض الجميع,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
908,Modern Standard Arabic,على الأقل دعني أرسل أحدا معك في حال وقوع أيّ مشكل,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
909,Modern Standard Arabic,-أعتقد أنها فكرة رائعة -حقاً ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
910,Modern Standard Arabic,لا تعلمين كيف سارت الأمور بعد الثورة الجنسية.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
911,Modern Standard Arabic,سأكشف ما أقدر عليه حول تلك الأسلحة.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
912,Modern Standard Arabic,إنها تحبك كثيراَ لكنها دائماَ أرادت طفلها الخاص,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
913,Modern Standard Arabic,لكن ايضا يمكن استخدامة كسلاح,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
914,Modern Standard Arabic,"لقد سرقوا ممتلكاتنا , و يأخذونها إلى دمشق",NEGLIGIBLE,LOW,MEDIUM,LOW
915,Modern Standard Arabic,لأن الرجلين الموجودين في حياتك مرتبطان بالمجرمين,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
916,Modern Standard Arabic,لا يمكنني أن أدعه يعمل بنتانة انظروا إلى هذا الرجل يقوم بعملي من أجلي,LOW,LOW,HIGH,NEGLIGIBLE
917,Modern Standard Arabic,! َ ــ لأنهم لن يكونوا بحاجةٌ لنا ثانيةً,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
918,Modern Standard Arabic,"والان... كيف يمكننا ان نطهوه, هذا هو السؤال",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
919,Modern Standard Arabic,-لكنك ستعطيهم عذراً كي يقتلوها .,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
920,Modern Standard Arabic,عليك الاتكاء علي لأنني سأقوم بأخذك,HIGH,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
921,Modern Standard Arabic,هل تقترح أن ننتظر هنا لمواجهة الإنتقام؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
922,Modern Standard Arabic,أنا نوعاً ما  أتطلع لقضاء بقية حياتي معك .. لذلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
923,Modern Standard Arabic,ربما صبغت شعرها فلن يتمكن أحد من التعرف عليها,LOW,LOW,MEDIUM,LOW
924,Modern Standard Arabic,ما اللعنة كنت أفكر؟,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
925,Modern Standard Arabic,كانت تريد مني دائما أن أراه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
926,Modern Standard Arabic,ماذا تقصدين بحق الجحيم؟,,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
927,Modern Standard Arabic,يمكنك نزع ذلك الشيء.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
928,Modern Standard Arabic,ضع يديك خلف ظهرك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
929,Modern Standard Arabic,أجل، و كلها تقود إلى مقتلنا,NEGLIGIBLE,LOW,HIGH,HIGH
930,Modern Standard Arabic,هل تعتقد حقاً أنه استطاع فعل ذلك لزوجته؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
931,Modern Standard Arabic,هم فقط لايعلمون ذلك بعد,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
932,Modern Standard Arabic,أجل، حسناً، إنّهم محظوظين أنّهم ليسوا في السجن,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
933,Modern Standard Arabic,دعينا نخرجك من هنا يا عزيزتي,MEDIUM,NEGLIGIBLE,MEDIUM,MEDIUM
934,Modern Standard Arabic,لقد وعدتك بقضاء يوم لن تنسيه أبدآ,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
935,Modern Standard Arabic,ليس هنالك كاميرات هنا أيّها الأحمق,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
936,Modern Standard Arabic,أو ربما أنها تكذب إن بنات الدعارى كاذبات,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
937,Modern Standard Arabic,أخبرتُه أنّه مجنون، لكنّه أصرّ على ذلك.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
938,Modern Standard Arabic,- لا تتركهم يصابوا بالعمى,NEGLIGIBLE,MEDIUM,MEDIUM,LOW
939,Modern Standard Arabic,سيدي،سأقوم بإعطاء مكانك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
940,Modern Standard Arabic,اقتلهم مباشرة في العين و أنت تقول  أنا أفضل منكـ,LOW,NEGLIGIBLE,MEDIUM,HIGH
941,Modern Standard Arabic,في اللحظة التي رأيتها فيها عرفت انها ستصبح إمراة جميلة للغاية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
942,Modern Standard Arabic,،إن لمست شعري فسأزج في السجن بتهمة قتلك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
943,Modern Standard Arabic,اسحب خيطك .. ودعنا نذهب,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
944,Modern Standard Arabic,"على سبيل المثال, بعد أن أتعلم الفنلندية فلن أتعلم اللغة الفنلندية مجددا",NEGLIGIBLE,HIGH,MEDIUM,NEGLIGIBLE
945,Modern Standard Arabic,كان علينا قتلك . عندما سنحت الفرصة,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
946,Modern Standard Arabic,انك تنتهكى القانون ، يا امى اخرجى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
947,Modern Standard Arabic,انك تنتهكى القانون ، يا امى اخرجى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
948,Modern Standard Arabic,الناس الذين أحببتهم وبادلوني تلك المحبة، وأولئك الناس الذين لم أعرف كيف أحبهم أو الذين لم أرغب بحبهم,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
949,Modern Standard Arabic,اكثرهم لا يجيدون اللغة الالمانية.,NEGLIGIBLE,HIGH,HIGH,NEGLIGIBLE
950,Modern Standard Arabic,لا عجب إذا كنت تريد قتل ذلك الرجل,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
951,Modern Standard Arabic,أنت كاذب معروف!,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
952,Modern Standard Arabic,-عمود، أليس كذلك؟ -ما عدا عندما خسر أذنيّه,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
953,Modern Standard Arabic,تعال يا فتاة واجلسي بجانبي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
954,Modern Standard Arabic,هو الحصول على الساخن حقا في هنا.,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
955,Modern Standard Arabic,إني فقط غير راغبة أن أصدق أنك مستقبلي,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
956,Modern Standard Arabic,يأتي الموت عندما تقوم الجاذبية بالضغط نحو الداخل تستسلم في النهاية للطاقة النووية التي تدفع نحو الخارج,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
957,Modern Standard Arabic,هناك امرأة لعينة عارية يا رجل . هيا لنذهب,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
958,Modern Standard Arabic,أيّ ملكةٍ سأكون إذا لم أكن أخاطر بحياتي في سبيل محاربتهم؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
959,Modern Standard Arabic,عليك ان تخرجني من هنا!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
960,Modern Standard Arabic,من قال أني أريد ضربك؟,LOW,NEGLIGIBLE,LOW,HIGH
961,Modern Standard Arabic,علينا أن نأخذك إلى مكان تختبئين فيه,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
962,Modern Standard Arabic,كل ما أعرفه أنك غبية في الفرنسية ، فكيف سأتأكد ؟,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
963,Modern Standard Arabic,أنت لست سمينة.من الذي أخبرك بأنّك سمينة؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
964,Modern Standard Arabic,هذه هى احتمالات ان يمر زواجك ..... بحادث وفاة ابنك,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
965,Modern Standard Arabic,ولنرى كيف يحدث هذا علينا ان نغوص أعمق ونصغر بشكل أكثر,NEGLIGIBLE,LOW,MEDIUM,LOW
966,Modern Standard Arabic,ليس هناك عذر لضرب إمرأة,LOW,MEDIUM,MEDIUM,LOW
967,Modern Standard Arabic,لقد سمعت بأن الطريقة الوحيدة لقتال شياطينك هي أخذ رحلة إلى جحيمهم,NEGLIGIBLE,LOW,MEDIUM,HIGH
968,Modern Standard Arabic,سوف أحاول أن أبقى بعيدا عن طريقك.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
969,Modern Standard Arabic,أتمنى أنكِ تعلمين كم مرة أردت إخباركِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
970,Modern Standard Arabic,-فقط اخلعه الان,LOW,NEGLIGIBLE,LOW,MEDIUM
971,Modern Standard Arabic,لاتحدق بهذا الشكل أنت تبدو كأنك ستأكلني,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
972,Modern Standard Arabic,شكراً لحضورك لرؤيتي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
973,Modern Standard Arabic,كوني على اتصال أراكِ في الزفاف,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
974,Modern Standard Arabic,هيا تعالى هنا تحرك يا رجل,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
975,Modern Standard Arabic,جُل ما كان عليّ فعله هو أرسالها إليك وأنت تقودها مباشرةً إلى المرآة.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
976,Modern Standard Arabic,لابد ان ننتهي قبل ان يعرفوا ماذا نفعل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
977,Modern Standard Arabic,و أخيراً سأمتلك شيئاً رائعاً قبل أن أموت,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
978,Modern Standard Arabic,أنظرى، أحتاج أن أوصل إبنى للبيت,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
979,Modern Standard Arabic,هل ستساعدينني في صنع فارق حقيقي هنا؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
980,Modern Standard Arabic,المروحيّة الصغيرة تُظْهِر الحجم.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
981,Modern Standard Arabic,أم أنك من لا يعرف شيئاً؟,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
982,Modern Standard Arabic,قاموا بإستخدام السكين عليه ، (إيان),NEGLIGIBLE,LOW,MEDIUM,MEDIUM
983,Modern Standard Arabic,أتريدين التحدث عن الأمر، يا دجاجة؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
984,Modern Standard Arabic,في افضل الأحوال، سأحاول و أفشل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
985,Modern Standard Arabic,لا تستطيع فقط تأخذني هناك ترجعني للخلف؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
986,Modern Standard Arabic,"لا تسلم عليه , ربما يقطع يدك",,NEGLIGIBLE,MEDIUM,MEDIUM
987,Modern Standard Arabic,لذا عرضت عليها غرفة ضيوفنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
988,Modern Standard Arabic,حسنٌ ، ربما يظنون بأنهم كذلك,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
989,Modern Standard Arabic,كان خائن وكاذب,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
990,Modern Standard Arabic,وعندما ينتهي سوف أنتقل,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
991,Modern Standard Arabic,اذن لماذا أراد طردك من المجموعة؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
992,Modern Standard Arabic,"حسنا , أناهنا لرؤيتك، لوسي، إذا كان عندك دقيقة.",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
993,Modern Standard Arabic,هؤلاء الناس، انهم يحاولون قفل لي.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
994,Modern Standard Arabic,"لقد ظنّوا أنَّهم كانوا مثل... , مثلَ كنيسة مافيا خاصّة بهم و هذا الهراء , تعرف هذا؟",NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
995,Modern Standard Arabic,اقسم بأنك لو اردت مني ان اكذب من اجلك سآفعل ذلك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
996,Modern Standard Arabic,إن طفلي يموت ، لقد إنقطعَت عنه إمدادات الدم و سيموت,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
997,Modern Standard Arabic,ستجد شخصاً ما يحبّك بالطريقة التي تستحقّها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
998,Modern Standard Arabic,ويمكنني أن أبكي وأختبئ أو أحطم كل شيء في منزلي لكن هذا لن يغيّر أي شيء فهم لن يعودوا,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
999,Modern Standard Arabic,وبعدها قمت بشراء القاضي وجعلتني أبدو كالكاذب,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1000,Modern Standard Arabic,أتذكر عندما كنت أنظر إليها وأفكر،,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1001,Modern Standard Arabic,أتحاول التسبب في طرد نفسك من البرنامج؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1002,Modern Standard Arabic,ربماعليكأن تخلعحذائك... وتنظر إلى أصابع قدمك.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1003,Modern Standard Arabic,حسنا، تريد السباق، فلنتسابق,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1004,Modern Standard Arabic,كنت قلقة حيال مظهري أمام أمكِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
