original,translation,cosine_similarity
! قلت بأنّك أحضرت لنا شيئاً,لأ، أنا أحضرت دي لك.,0.8641783
من دعاك تلمس زوجتى؟,-اتقالي انك كنت على علاقة بيها,0.7558592
- هل فكرت فلى الذهاب الى االجامعة ؟ -لا ، و هل فكرت انت فى هذا ؟,- فكرت فى روحك تروح الجامعة؟ - لأ ، و إنت فكرت فى ده؟,0.880361
عندمت يحدث لكم أى شيء أتلقى أنا اللوم,ده غلطتك انت اللى طلبت منى اطلع من الطريق,0.8042358
-أعرف أن المخاطرة موجودة,أنا عارف كل حاجة عن المخاطر,0.7817532
ـ لا زال بوسعك دفع ثمنها إن أردتِ,هو قولك إنك تقدر تدفع فلوس لما تكون عندك,0.79516053
(من الواضح أنّه ضخم في (هولندا,واضح انه ضخم العدد في هولندا,0.92573416
تلك الفتاة الممتعة التي صنعت لك شايا من ازهار الشارع.,البت متعة اللي عملتلك شاى من ورد الشارع.,0.82635534
يا له من يومٍ خالد للمعجزات.,ده احسن يوم في الدنيا,0.82692975
أنا ظننت أننا سننام,"هنروح ننام دلوقتي , أنا كمان جايب النوم.",0.698544
اخرجني من هنا، اخرجني الآن يجب أن أخرج من هنا,يلا بينا نمشي من هنا، حالا!,0.8446953
ربما، يمكننا إستخدام ذلك لصالحنا,يمكن ياما نستفيد منه,0.92793596
نعم، لقد اتصلتُ قبل ساعة، ولكن هنالك قاتل طليق مولع بالعاهرات وحراس الأمن ولكنّني أراهن بأن دور الممرضات سيأتي لاحقاً,لا مش عارف، بس الساعة اللي فاتت، ده قاتل محترف بيطارد بنات الليل ورجالة الأمن بس أتراهن إن دور الممرضات جاى,0.8324397
وأخيراً ها نحن نعود للمكتب,عاوز ارجع المكتب تانى,0.8498905
لا سيما وأنك قد أشرت إلى أننا جميعاً سنموت قريباً,لا سيما إنك أشرت إننا كلنا ورا ما نموت,0.8168862
حسنا، أنا فقط أقول الحقيقة، وهو أمر يجب أن لا تفعل.,أنا هقولك الحقيقة من غير لف ودوران,0.8660412
ما زال أمامنا عدة ساعات قبل الصباح,ومنا ساعات كتير لحد ما الصبح يبقى,0.8378594
لا أحب هذا الـ ماي كييل,أنا فاكره كده كتير لما الراجل بيعتقد إنه لازم الست تبقى زي ما هو عايزها,0.76406145
ثم يوما ما اخذتك امك,وحشتيني؟ فاكرة لما قولت هساعدك تنقذ امك؟,0.805744
سيد (جرير)، ليس لدينا الكثير من الوقت هنا,طيب أهو بقى عندنا كتير لازم نـ عمله و الوقت مش كافى,0.85728806
مهما كان الجهاز الذي تستمع من خلاله إلى هذا,مايكن الجهاز اللي أنت بتسمع عليه دا,0.8950262
لدي أخبار سارة,عندي أخبار حلوة,0.97085905
هل تأخذين بعين الاعتبار أية خيارات علاجية أخرى؟,بتفكرى فى ايه خيارات علاجيه تانيه؟,0.9188807
و كل ما أستطعت التفكير فيه هو الأشياء التي كان علي قولها.,و كل اللي قدرت افكر فيه اللي كان لازم اقوله.,0.8175829
شاهدتك تتحدثِ الى المدير,هاتكلم مع المدير...,0.90609336
لست سباقة للمستقبل في العادة بهذا الشكل لكن قبل أن أفتح قلبي أكثر مما سبق و ان فعلت,أنا مش بحب أخش على المستقبل بسرعة بالشكل ده .. بس قبل ما أفتح قلبي أكتر من كده .. و عملته,0.8931303
كلّ شخص في هذا العالم يحتاج لشخص يستطيع الإعتماد عليه سواء كان رفيق مخلص,إنهم أصحاب و هما محتاجينه,0.6570111
يجب أن تثبت أنك لست شرطيا,لازم تثبت إنك مش شرطي,0.9886192
ألم اُعلمك ألا تتردد؟,"أنا قولت أن مبعرفش, مش كدا؟",0.85643625
نعم، لكن لو بإمكانه كسر عظامك بدون لمسك فرئيس الوزراء بخطر حقيقي,بس لو مش هتعمليه متزعلش,0.6988397
- ماذا يجري معك؟,ما تخدش وش؟,0.8180452
سوف تتحدث مع الجدة؟,- كويس وهاروح أقابل تاني جدتي.,0.83207655
سأكون بخير,آه، أنا كويس - تمام هنقف -,0.8620472
كنت في باريس، في زيارة..,كنت باريس، فى زيارة..,0.9950546
"ـ أنا ارتكبت خطأ , أفهمت ؟","أنا غلطت, مافهمتش؟",0.8901827
حَسناً،على الأقل جزء منة،ما الخطأ في ذلك؟,ده يبدو أنو المشكلة، مش كده؟,0.78872025
لن تكون أبدا في اللعبة,- مافيش فرصة ليا أبداً,0.71184236
اترك زوجتي بعيداً عن هذا الموضوع,- لأ، لأ، لأ، أبعدوها من هنا.,0.6832966
أعيد امرأة متزوجة الى زوجها,لاقى زوجته فمادته,0.8040899
-يمكنني الإعتناء بنفسي,اتعلمت ازاي اهتم بنفسي,0.829662
ـ شكراً لك على ثقتك بي ـ حسناً يا سيدي,ـ شكراً يا فندم على ثقتك فيا ـ حاضر يا باشا,0.9328283
ينبعي أن يكون يوماً جميلاً غداً.,هنبقى يوم حلو بكرا إن شاء الله.,0.82927656
أعطني مالي أيها القرد,هييه، سيميان هنرجع نشوف القرد بيعمل ايه، القرد بيعمل ايه,0.7674505
حسنا، إنه مجرد... أكثر شبها للفضة مما اعتقدت,طب، هو بس... شبه الفضة أكتر ما كنت فاكر,0.9190538
ماذا تفعل ... عليك اللعنة؟,ايه اللعنه اللي بتحصل دي؟,0.90146625
اسمع لدينا مشكله كبيره هنا,اسمع عندنا مشكلة كبيره هنا,0.994498
أنا لا أتلقى الأوامر منكِ.,أنا مش باخد أوامر من حضرتك.,0.9181448
ليس هناك جدوى من الكذب عليك فسوف تكتشف الأمر عاجلاً أم آجلاً,أنا مكنتش عايز أقولك بالطريقة دي بس انتي تستاهلي تعرفي الحقيقة,0.80863154
الدجاج لا دائما تضع بيوضها في نفس العش.,الدجاج ما بيرضش دايما على بيضه في نفس العش,0.6821952
لقد نسيت كم أن الجنازات فظيعة,انت نسيت ان الجنازات كده وحشة,0.8759753
"أعني, لماذا لا تقوم بفتح الباب فقط ويلتقي أحد ما لطيفة؟",كفايه كده افتح الباب دلوقتي,0.7168385
فقط أذهب للمنزل و نل قسطاً من الراحة,عايز بس أرجع البيت,0.8147708
-فهمنا أن هناك مجالا للتفاؤل,خلاني احس بفارسة الأمل وقت مكنتش متأكد من وجود الأمل,0.8122338
ويكفي أن أقول، وأنا قد حصلت جيدة جدا في حفظ الأسرار، خصوصا نوع من الأسرار شخص مثلك يحتفظ.,وكفاية يعني أقول وأنا بقيت كويس قوي أتم في حفظ الأسرار خصوصا النوع دة من الأسرار اللي زيك بيحتفظ بيه,0.85996073
هناك شيء اكثر من غريب يحدث هنا,إيه حاجة زى دى غريبة شوية,0.83963525
-نعم لاحقاً,- ممكن ياخد شوية وقت.,0.7668716
ولن تكون سهلة,بالطبع مش هانكون سهل,0.8943025
هو هذا ما تريد التحدث عنه؟,وليه ما بتتكلمش في الموضوع ده؟,0.9242793
"لذا, ابق فقط بعيدًا عن طريقي.",خليك بس بعيد عن طريقي,0.88484836
ويموتون - أنت قُمت بتدمير سفينة الملكة-,ويموتو - انت قتلت سفينة الملكة-,0.87744313
لقد شعرت بأن علينا فهم وضعنا أولاً أو ما شابه.,في الأخر بنعرف حاجة كنا بنعملها صح ولا غلط,0.76014596
كنت أحاول أن أدفعها بعيداً عنى و هى حاولت...,اتوسلتلها ان هي تسيبله لكن قالتلي انه بيغزنا.,0.822732
انا لم اسمع (فويت) ابداً يتكلم عن اباه,ما سمعتش (فاتني) أبدًا يكلم عن أبوه,0.9115279
عليك المغادرة- أنا أعلم مالذي سار بشكل خاطىء-,كلكم اتغاضيتوا عن الموضوع مع أنكم عارفين كل اللي كان بيحصل.,0.8070406
إلى أين أنتَ ذاهبٌ مبكرًا؟,إمتى ماجتش الشغل الصبح ده؟,0.650532
♪ والآن ستسقط ♪,رن ايدك ل فوق و انزل براحتك عالارض,0.8400873
هل زارك أحد يبيع التأمينات في الأسبوع الماضي؟,هل حد طبطب عليك في التأمينات الأسبوع اللي فات؟,0.88311434
ولكن يفترض بي العيش معك.,عايزة أقولك تاني إزاي بقيتي عندنا؟,0.7902372
مانين، فقط تفعل كما قيل لك.,قوله يقف - لازم تعمل اللي قالك,0.8592628
يستطيع اعطائك توصيات أخرى,ممكن أعطيك توصيات تانية,0.8228117
إستيقظ و أشرق يا ذا الرأس الناعسة، لسوف تصير متأخرا على الصاروخ التالى المتجه إلى القمر!,في نص النهار راجل صاروخ,0.75693846
سأذهب لأرى صديق,أنا هحضر بعدين,0.75454235
- عشر دقائق وسندخل,- عشر دقايق وهندخل,0.9304828
وهذا سيذهب إليك أيضاً,ماهنشمش دي تحصل تاني,0.8977861
تغيرات الماضي أو الحاضر علينا فعل شيء,إحنا لازم نعمل حاجة لمواجهة التغييرات اللي بتحصل دلوقتي,0.86559623
أجل، هذا ما شعرت به تماماً.,أنا كمان حسيت بيه,0.7469617
"لأننى فى البداية ,أحببت قضاء الوقت معك",على العموم، قضيت وقت حلو معاك.,0.86427087
هل لنا أنّ نفهم أنكَ تتمتع بهبة المقدرة على التمييز بين الكذب و الحقيقة؟,هل لينا أن نفهم إنك تتمتع بهبة المقدرة على التمييز بين الكذب و الحقيقة؟,0.9952855
هل عليّ الذهاب للمستشفى؟,هل لازم اروح المستشفى؟,0.9522096
من زوجي سّـيدي، إنه من الشمال,جوزي يا سيدي هو من الشمال,0.8564105
وفقط اريدك ان تعلم ان هدفي الوحيد هو ان اقدر ان اساعدك بشكل افضل,وفقط عايزةك تعرف إن هدفي الوحيد هو إني أقدر أساعدك كويس,0.9033864
إذاً ،تعتقد أنك جميل.,انت جميل وبتستاهل,0.914073
-ولماذا تظنين أنه يفعل هذا؟,يعني هو عايز يعمل كده ليه؟,0.8383386
حسنُ، تلك المرأة مجنونة!,هى، عايز تعمل اية.,0.76924264
